epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
366,631.514,0.85606,0.56828,1.23923,0.99124,0.98565,0.99455,0.72336,0.96407,0.46044,1.19477,0.000177651,0.000177651,0.000177651
367,636.964,0.85937,0.5773,1.24273,0.9895,0.98622,0.99396,0.70682,0.99447,0.46799,1.20947,0.000175324,0.000175324,0.000175324
368,642.425,0.85987,0.60882,1.19746,0.98963,0.98535,0.99358,0.68377,1.05607,0.48091,1.24582,0.000173011,0.000173011,0.000173011
369,647.867,0.83966,0.56439,1.19676,0.99091,0.98789,0.99473,0.70908,0.98426,0.46636,1.21026,0.00017071,0.00017071,0.00017071
370,653.278,0.86666,0.59205,1.26891,0.99173,0.98596,0.99436,0.73696,0.91409,0.45782,1.17486,0.000168423,0.000168423,0.000168423
371,658.732,0.82087,0.54947,1.1817,0.98918,0.98634,0.99432,0.73222,0.93438,0.45992,1.18977,0.000166149,0.000166149,0.000166149
372,664.163,0.8312,0.58293,1.23617,0.99236,0.98634,0.99435,0.70441,1.00669,0.46774,1.22979,0.000163889,0.000163889,0.000163889
373,669.615,0.84857,0.58819,1.23132,0.98934,0.9849,0.99426,0.71962,0.97958,0.46009,1.20521,0.000161642,0.000161642,0.000161642
374,675.234,0.81103,0.5553,1.20919,0.9866,0.98829,0.99442,0.73522,0.93757,0.45332,1.17781,0.000159408,0.000159408,0.000159408
375,680.687,0.83878,0.56597,1.2093,0.9937,0.98637,0.99443,0.7277,0.96214,0.45439,1.18767,0.000157188,0.000157188,0.000157188
376,686.146,0.8382,0.61085,1.23979,0.99448,0.98785,0.99472,0.71135,1.01048,0.46124,1.22288,0.000154982,0.000154982,0.000154982
377,691.602,0.84053,0.59415,1.23007,0.99226,0.98908,0.99356,0.71184,1.00529,0.4581,1.22873,0.00015279,0.00015279,0.00015279
378,697.05,0.87069,0.59686,1.27268,0.99295,0.98887,0.99354,0.73159,0.94726,0.44875,1.19453,0.000150611,0.000150611,0.000150611
379,702.488,0.83866,0.57243,1.21965,0.99187,0.98906,0.99361,0.72476,0.9712,0.4506,1.19783,0.000148447,0.000148447,0.000148447
380,707.91,0.88123,0.60865,1.23424,0.99046,0.98893,0.99367,0.69935,1.04694,0.46429,1.23313,0.000146297,0.000146297,0.000146297
381,713.346,0.85401,0.60068,1.25326,0.99091,0.98358,0.9937,0.70119,1.03073,0.46324,1.23257,0.000144161,0.000144161,0.000144161
382,718.754,0.86495,0.58127,1.23686,0.99086,0.97976,0.99456,0.71061,0.99362,0.45897,1.22065,0.000142039,0.000142039,0.000142039
383,724.211,0.87293,0.61031,1.24029,0.99222,0.98086,0.99443,0.7249,0.95322,0.45183,1.1962,0.000139931,0.000139931,0.000139931
384,729.635,0.84323,0.57605,1.2152,0.99069,0.98756,0.9946,0.72628,0.9522,0.45003,1.19268,0.000137838,0.000137838,0.000137838
385,735.079,0.81773,0.54525,1.19772,0.9912,0.9841,0.99461,0.71036,0.9977,0.45543,1.21203,0.000135759,0.000135759,0.000135759
386,740.663,0.85712,0.55768,1.22465,0.99141,0.98861,0.99469,0.71229,0.99904,0.4535,1.21031,0.000133695,0.000133695,0.000133695
387,746.096,0.79711,0.53636,1.19726,0.9892,0.98849,0.99439,0.72057,0.97364,0.45051,1.1956,0.000131646,0.000131646,0.000131646
388,751.54,0.8463,0.56384,1.20712,0.98593,0.98765,0.99355,0.70882,1.00418,0.45779,1.21147,0.000129611,0.000129611,0.000129611
389,756.952,0.79611,0.53048,1.20174,0.98714,0.98766,0.99345,0.70724,1.01936,0.45783,1.2124,0.000127591,0.000127591,0.000127591
390,762.354,0.81612,0.56596,1.20387,0.98814,0.98566,0.99131,0.71376,0.99268,0.45102,1.19184,0.000125586,0.000125586,0.000125586
391,767.835,0.82292,0.55952,1.20332,0.98555,0.98502,0.99112,0.72118,0.97465,0.4467,1.18548,0.000123596,0.000123596,0.000123596
392,773.267,0.82367,0.57166,1.21978,0.9839,0.98367,0.99117,0.72598,0.96643,0.44704,1.18863,0.000121621,0.000121621,0.000121621
393,778.693,0.88264,0.61319,1.24616,0.98271,0.9865,0.99122,0.71352,0.99569,0.45515,1.21105,0.000119661,0.000119661,0.000119661
394,784.129,0.87077,0.60258,1.23584,0.98234,0.98908,0.99135,0.72284,0.96962,0.45155,1.19641,0.000117717,0.000117717,0.000117717
395,789.576,0.79162,0.52768,1.1809,0.98658,0.99313,0.99474,0.73675,0.92592,0.4429,1.16837,0.000115787,0.000115787,0.000115787
396,795.034,0.78826,0.54082,1.18186,0.98829,0.99216,0.99474,0.72984,0.94969,0.44381,1.177,0.000113873,0.000113873,0.000113873
397,800.51,0.81385,0.55525,1.20968,0.98787,0.98682,0.99321,0.70024,1.04945,0.45778,1.23443,0.000111975,0.000111975,0.000111975
398,806.132,0.85267,0.6246,1.22743,0.99257,0.98564,0.9941,0.68877,1.09011,0.46582,1.26177,0.000110092,0.000110092,0.000110092
399,811.63,0.84988,0.55151,1.22335,0.99087,0.98773,0.99404,0.71268,1.0099,0.45143,1.21312,0.000108224,0.000108224,0.000108224
400,817.131,0.83346,0.54888,1.20277,0.99464,0.99043,0.99467,0.73904,0.92962,0.43739,1.16403,0.000106373,0.000106373,0.000106373
401,822.6,0.79549,0.5401,1.16902,0.99182,0.99082,0.99473,0.73796,0.9296,0.43799,1.15964,0.000104537,0.000104537,0.000104537
402,828.078,0.82961,0.5758,1.21864,0.98806,0.99206,0.99473,0.7141,1.0052,0.45146,1.19877,0.000102716,0.000102716,0.000102716
403,833.505,0.84403,0.57494,1.22633,0.98862,0.99258,0.99473,0.69865,1.0601,0.46256,1.23548,0.000100912,0.000100912,0.000100912
404,838.964,0.80979,0.54896,1.19421,0.98745,0.99185,0.99474,0.71785,0.99678,0.4503,1.2045,9.91237e-05,9.91237e-05,9.91237e-05
405,844.396,0.84319,0.59293,1.23355,0.99202,0.98832,0.99476,0.74303,0.91993,0.43724,1.16324,9.73514e-05,9.73514e-05,9.73514e-05
406,849.864,0.85718,0.59397,1.23866,0.99295,0.98751,0.99466,0.74528,0.90758,0.43617,1.15583,9.55951e-05,9.55951e-05,9.55951e-05
407,855.322,0.83902,0.56911,1.23769,0.9945,0.99045,0.99482,0.73019,0.95324,0.44394,1.17869,9.3855e-05,9.3855e-05,9.3855e-05
408,860.77,0.7881,0.55966,1.18331,0.99444,0.99214,0.99487,0.71324,1.00751,0.45196,1.20685,9.21312e-05,9.21312e-05,9.21312e-05
409,866.208,0.79203,0.5341,1.17609,0.99317,0.99283,0.99488,0.7175,0.99531,0.44843,1.20205,9.04236e-05,9.04236e-05,9.04236e-05
410,871.792,0.80792,0.52432,1.19643,0.99058,0.99297,0.99481,0.72827,0.96176,0.4419,1.18593,8.87324e-05,8.87324e-05,8.87324e-05
411,877.213,0.79491,0.54742,1.19325,0.99228,0.99177,0.9946,0.73112,0.9618,0.44181,1.18601,8.70577e-05,8.70577e-05,8.70577e-05
412,882.651,0.80054,0.52019,1.17378,0.98916,0.99303,0.99456,0.72179,0.98698,0.44555,1.19969,8.53994e-05,8.53994e-05,8.53994e-05
413,888.067,0.80394,0.56798,1.21064,0.99074,0.98946,0.99463,0.72214,0.99142,0.44693,1.20603,8.37577e-05,8.37577e-05,8.37577e-05
414,893.479,0.79834,0.53266,1.20357,0.99021,0.98926,0.99463,0.72534,0.97002,0.44433,1.19695,8.21327e-05,8.21327e-05,8.21327e-05
415,898.888,0.80782,0.55372,1.19502,0.98962,0.98922,0.99462,0.7351,0.9339,0.43863,1.17683,8.05243e-05,8.05243e-05,8.05243e-05
416,904.308,0.79456,0.51348,1.18389,0.99005,0.9894,0.99474,0.73541,0.93612,0.43838,1.17484,7.89327e-05,7.89327e-05,7.89327e-05
417,909.765,0.81069,0.53335,1.1834,0.99207,0.988,0.99477,0.73042,0.95976,0.44122,1.18081,7.73579e-05,7.73579e-05,7.73579e-05
418,915.23,0.78148,0.53575,1.1782,0.99313,0.98904,0.99476,0.72416,0.97956,0.44547,1.18568,7.58e-05,7.58e-05,7.58e-05
419,920.671,0.77498,0.53927,1.16279,0.99181,0.99036,0.99472,0.72325,0.98217,0.44845,1.18613,7.4259e-05,7.4259e-05,7.4259e-05
420,926.1,0.77375,0.53743,1.18861,0.99276,0.99024,0.99478,0.71993,0.98571,0.44982,1.19033,7.27351e-05,7.27351e-05,7.27351e-05
421,931.526,0.78029,0.55516,1.18673,0.99213,0.98788,0.99464,0.72761,0.96141,0.4465,1.18094,7.12282e-05,7.12282e-05,7.12282e-05
422,937.076,0.78921,0.54683,1.18933,0.9901,0.98951,0.99463,0.73,0.95793,0.44586,1.18006,6.97384e-05,6.97384e-05,6.97384e-05
423,942.496,0.81938,0.53304,1.19559,0.99022,0.98811,0.99458,0.72605,0.96843,0.4453,1.18232,6.82658e-05,6.82658e-05,6.82658e-05
424,947.957,0.84204,0.60164,1.25106,0.99531,0.98489,0.99459,0.72018,0.99376,0.45104,1.19395,6.68105e-05,6.68105e-05,6.68105e-05
425,953.372,0.79747,0.54775,1.18065,0.99215,0.9842,0.99391,0.71281,1.01017,0.45428,1.20122,6.53725e-05,6.53725e-05,6.53725e-05
426,958.799,0.81887,0.55355,1.1952,0.99054,0.98585,0.99394,0.71858,0.98799,0.44762,1.18867,6.39518e-05,6.39518e-05,6.39518e-05
427,964.226,0.81192,0.57101,1.19707,0.99177,0.98462,0.99396,0.72569,0.96675,0.44344,1.18031,6.25485e-05,6.25485e-05,6.25485e-05
428,969.651,0.82017,0.59486,1.2273,0.99275,0.98637,0.9946,0.72158,0.98124,0.44642,1.19228,6.11627e-05,6.11627e-05,6.11627e-05
429,975.109,0.81757,0.55164,1.21607,0.99303,0.98637,0.99463,0.71116,1.01097,0.45264,1.21318,5.97944e-05,5.97944e-05,5.97944e-05
430,980.55,0.75911,0.53002,1.15593,0.99304,0.98551,0.99468,0.70581,1.02616,0.45557,1.22186,5.84437e-05,5.84437e-05,5.84437e-05
431,985.97,0.84531,0.60624,1.24521,0.98983,0.99125,0.99463,0.7108,1.01248,0.45258,1.20876,5.71106e-05,5.71106e-05,5.71106e-05
432,991.417,0.78242,0.54996,1.20605,0.987,0.98966,0.9941,0.71376,1.00668,0.45254,1.20292,5.57952e-05,5.57952e-05,5.57952e-05
433,996.836,0.80125,0.54923,1.19556,0.9925,0.98438,0.99408,0.7192,0.99153,0.44903,1.19228,5.44975e-05,5.44975e-05,5.44975e-05
434,1002.42,0.85917,0.58364,1.25128,0.99106,0.98556,0.99416,0.72503,0.96833,0.44398,1.17903,5.32177e-05,5.32177e-05,5.32177e-05
435,1007.85,0.78143,0.53561,1.16729,0.99235,0.98864,0.99478,0.73353,0.94962,0.43991,1.17108,5.19556e-05,5.19556e-05,5.19556e-05
436,1013.27,0.75249,0.5082,1.14269,0.99235,0.98904,0.9948,0.73991,0.93193,0.43514,1.16255,5.07115e-05,5.07115e-05,5.07115e-05
437,1018.7,0.76036,0.53633,1.17767,0.99378,0.98994,0.99478,0.74148,0.93236,0.4359,1.16302,4.94852e-05,4.94852e-05,4.94852e-05
438,1024.1,0.80987,0.56658,1.19956,0.99391,0.98908,0.99487,0.73635,0.94754,0.43977,1.17206,4.8277e-05,4.8277e-05,4.8277e-05
439,1029.51,0.77494,0.54231,1.18901,0.99206,0.99178,0.99485,0.73884,0.94003,0.43828,1.17047,4.70868e-05,4.70868e-05,4.70868e-05
440,1034.93,0.84039,0.55613,1.20666,0.99306,0.99274,0.99486,0.73883,0.93666,0.4368,1.17036,4.59146e-05,4.59146e-05,4.59146e-05
441,1040.37,0.8531,0.57356,1.25089,0.9906,0.99178,0.99484,0.74075,0.92851,0.43563,1.16647,4.47606e-05,4.47606e-05,4.47606e-05
442,1045.79,0.75294,0.52064,1.17214,0.99149,0.9923,0.99486,0.7469,0.90718,0.43216,1.1521,4.36248e-05,4.36248e-05,4.36248e-05
443,1051.25,0.80764,0.54121,1.1967,0.99286,0.99277,0.99482,0.74699,0.90974,0.43248,1.14883,4.25072e-05,4.25072e-05,4.25072e-05
444,1056.71,0.80687,0.56532,1.21412,0.99412,0.99224,0.99482,0.74222,0.92735,0.43491,1.15486,4.14078e-05,4.14078e-05,4.14078e-05
445,1062.29,0.77722,0.54014,1.18722,0.99408,0.9923,0.9948,0.73549,0.94884,0.43928,1.16423,4.03267e-05,4.03267e-05,4.03267e-05
446,1067.73,0.75119,0.52683,1.15192,0.99122,0.99188,0.99478,0.73407,0.95601,0.4406,1.1677,3.9264e-05,3.9264e-05,3.9264e-05
447,1073.17,0.78548,0.55534,1.17878,0.99118,0.99233,0.99478,0.73372,0.95737,0.4414,1.17022,3.82197e-05,3.82197e-05,3.82197e-05
448,1078.6,0.8412,0.58793,1.24115,0.9905,0.99093,0.99469,0.73853,0.94595,0.43926,1.16707,3.71938e-05,3.71938e-05,3.71938e-05
449,1084,0.77652,0.53486,1.19081,0.99041,0.99022,0.9947,0.7423,0.93074,0.43704,1.16228,3.61863e-05,3.61863e-05,3.61863e-05
450,1089.4,0.76444,0.52323,1.17858,0.99163,0.98961,0.99473,0.7462,0.91933,0.43503,1.15606,3.51974e-05,3.51974e-05,3.51974e-05
451,1094.84,0.74126,0.50666,1.15735,0.99214,0.9879,0.99475,0.74375,0.92796,0.43635,1.15926,3.4227e-05,3.4227e-05,3.4227e-05
452,1100.26,0.80423,0.54935,1.2069,0.99387,0.98742,0.99475,0.73712,0.95149,0.44096,1.17058,3.32752e-05,3.32752e-05,3.32752e-05
453,1105.69,0.77181,0.52577,1.17693,0.99252,0.98773,0.99473,0.73187,0.96036,0.44257,1.17313,3.23421e-05,3.23421e-05,3.23421e-05
454,1111.1,0.83475,0.60559,1.2316,0.99255,0.9896,0.99475,0.73321,0.95466,0.44177,1.16761,3.14275e-05,3.14275e-05,3.14275e-05
455,1116.55,0.80948,0.55826,1.20422,0.99296,0.98773,0.99475,0.72978,0.95845,0.4421,1.16901,3.05317e-05,3.05317e-05,3.05317e-05
456,1121.97,0.73382,0.50259,1.14187,0.99268,0.98774,0.99468,0.72883,0.96038,0.44283,1.17056,2.96546e-05,2.96546e-05,2.96546e-05
457,1127.53,0.76751,0.52521,1.18167,0.99186,0.98746,0.99467,0.73213,0.95364,0.43981,1.16762,2.87963e-05,2.87963e-05,2.87963e-05
458,1132.97,0.83471,0.55737,1.21976,0.99133,0.98858,0.99469,0.73966,0.9384,0.43599,1.15941,2.79568e-05,2.79568e-05,2.79568e-05
459,1138.41,0.75331,0.51095,1.15819,0.99203,0.98766,0.99469,0.73867,0.93723,0.43596,1.1611,2.71361e-05,2.71361e-05,2.71361e-05
460,1143.85,0.78268,0.52385,1.17999,0.99158,0.98813,0.99467,0.73864,0.93726,0.43652,1.16259,2.63343e-05,2.63343e-05,2.63343e-05
461,1149.27,0.727,0.49157,1.11644,0.99252,0.98865,0.99465,0.73621,0.94673,0.43718,1.1678,2.55513e-05,2.55513e-05,2.55513e-05
462,1154.72,0.77944,0.52762,1.18525,0.99336,0.9906,0.99468,0.73617,0.94392,0.43646,1.16681,2.47873e-05,2.47873e-05,2.47873e-05
463,1160.19,0.76157,0.51335,1.17528,0.99334,0.99076,0.99468,0.73476,0.94915,0.43645,1.16784,2.40423e-05,2.40423e-05,2.40423e-05
464,1165.6,0.75408,0.51303,1.15363,0.99395,0.99045,0.99471,0.73492,0.94437,0.43581,1.16316,2.33162e-05,2.33162e-05,2.33162e-05
465,1171.01,0.7582,0.51328,1.16544,0.9944,0.98949,0.99469,0.73339,0.94686,0.43719,1.16382,2.26092e-05,2.26092e-05,2.26092e-05
466,1176.46,0.74877,0.50047,1.14012,0.99476,0.98906,0.99469,0.73387,0.94903,0.43656,1.16475,2.19212e-05,2.19212e-05,2.19212e-05
467,1181.89,0.74648,0.50477,1.14361,0.99373,0.98868,0.9947,0.73437,0.94742,0.43519,1.16369,2.12523e-05,2.12523e-05,2.12523e-05
468,1187.35,0.79868,0.54699,1.18511,0.99365,0.98874,0.99472,0.73894,0.93662,0.43374,1.15819,2.06025e-05,2.06025e-05,2.06025e-05
469,1192.9,0.77665,0.52984,1.18405,0.99455,0.98959,0.99475,0.73952,0.93254,0.43212,1.15562,1.99717e-05,1.99717e-05,1.99717e-05
470,1198.34,0.7662,0.54695,1.17356,0.9936,0.98902,0.99479,0.74057,0.92887,0.43053,1.15391,1.93602e-05,1.93602e-05,1.93602e-05
471,1203.76,0.81248,0.57685,1.26614,0.99189,0.98974,0.99473,0.74497,0.92376,0.43057,1.15247,1.87678e-05,1.87678e-05,1.87678e-05
472,1209.18,0.76253,0.5211,1.17751,0.99313,0.9896,0.99475,0.74283,0.92902,0.43228,1.15591,1.81946e-05,1.81946e-05,1.81946e-05
473,1214.64,0.73074,0.49697,1.13906,0.99393,0.9879,0.99477,0.74042,0.93573,0.43397,1.15977,1.76407e-05,1.76407e-05,1.76407e-05
474,1220.09,0.75767,0.52614,1.15055,0.9948,0.98908,0.99483,0.74031,0.93573,0.43396,1.16081,1.71059e-05,1.71059e-05,1.71059e-05
475,1225.57,0.82871,0.57437,1.21591,0.9954,0.98884,0.99481,0.74161,0.92898,0.43273,1.15811,1.65905e-05,1.65905e-05,1.65905e-05
476,1231.04,0.76556,0.52661,1.1819,0.99432,0.9886,0.99477,0.74652,0.9157,0.43139,1.15163,1.60943e-05,1.60943e-05,1.60943e-05
477,1236.5,0.79084,0.55344,1.21311,0.99299,0.98908,0.99477,0.75157,0.90535,0.42798,1.14613,1.56174e-05,1.56174e-05,1.56174e-05
478,1241.95,0.79756,0.55591,1.19877,0.99428,0.9884,0.99476,0.74914,0.90938,0.42898,1.14811,1.51598e-05,1.51598e-05,1.51598e-05
479,1247.42,0.76731,0.53548,1.18443,0.99551,0.98838,0.99481,0.74494,0.91928,0.43085,1.15288,1.47216e-05,1.47216e-05,1.47216e-05
480,1252.88,0.7349,0.49998,1.14266,0.99545,0.98832,0.99474,0.74103,0.93072,0.43345,1.1572,1.43027e-05,1.43027e-05,1.43027e-05
481,1266.18,0.65726,0.42343,1.09502,0.99299,0.98908,0.99474,0.73556,0.9423,0.43643,1.16324,1.39032e-05,1.39032e-05,1.39032e-05
482,1271.58,0.69014,0.43712,1.10425,0.99403,0.98908,0.99465,0.72457,0.96869,0.44244,1.17937,1.35231e-05,1.35231e-05,1.35231e-05
483,1276.98,0.6851,0.42639,1.08846,0.99285,0.99103,0.99476,0.71266,0.98896,0.44954,1.19462,1.31624e-05,1.31624e-05,1.31624e-05
484,1282.36,0.68866,0.43101,1.11681,0.99004,0.99314,0.99478,0.70991,0.99582,0.45611,1.2027,1.28211e-05,1.28211e-05,1.28211e-05
485,1287.73,0.66852,0.41943,1.0897,0.98896,0.99294,0.99477,0.70797,0.99436,0.45873,1.20577,1.24992e-05,1.24992e-05,1.24992e-05
486,1293.11,0.7123,0.42763,1.11525,0.98852,0.99277,0.99477,0.71095,0.98389,0.45744,1.20205,1.21968e-05,1.21968e-05,1.21968e-05
487,1298.47,0.61501,1.18951,0.98953,0.98854,0.99114,0.99478,0.7088,0.98336,0.45695,1.20389,1.19139e-05,1.19139e-05,1.19139e-05
488,1303.83,0.67458,0.43684,1.09717,0.98838,0.99126,0.99474,0.70998,0.98348,0.45939,1.20666,1.16504e-05,1.16504e-05,1.16504e-05
489,1309.18,0.68092,0.41703,1.08946,0.98792,0.99153,0.99463,0.71242,0.97474,0.45784,1.20319,1.14063e-05,1.14063e-05,1.14063e-05
490,1314.54,0.67476,0.40035,1.0879,0.98744,0.99168,0.99455,0.71552,0.96746,0.45684,1.20055,1.11818e-05,1.11818e-05,1.11818e-05
491,1319.91,0.67477,0.41318,1.08539,0.98635,0.99268,0.99456,0.72016,0.95589,0.45465,1.19474,1.09768e-05,1.09768e-05,1.09768e-05
492,1325.26,0.67885,0.41634,1.07665,0.9874,0.99457,0.99455,0.72392,0.94645,0.45253,1.18899,1.07912e-05,1.07912e-05,1.07912e-05
493,1330.75,0.68534,0.417,1.0807,0.98826,0.99576,0.99457,0.72474,0.94498,0.45219,1.18796,1.06252e-05,1.06252e-05,1.06252e-05
494,1336.13,0.62468,0.39051,1.0728,0.98814,0.99609,0.99454,0.72625,0.93916,0.44966,1.18313,1.04787e-05,1.04787e-05,1.04787e-05
495,1341.48,0.64236,0.39802,1.08354,0.98656,0.99378,0.99444,0.7277,0.93552,0.4491,1.17949,1.03517e-05,1.03517e-05,1.03517e-05
496,1346.87,0.65792,0.40064,1.0892,0.98839,0.99304,0.99452,0.72731,0.9396,0.44881,1.17997,1.02443e-05,1.02443e-05,1.02443e-05
497,1352.23,0.63314,0.38517,1.06951,0.98854,0.99286,0.99457,0.72656,0.94298,0.44702,1.18028,1.01563e-05,1.01563e-05,1.01563e-05
498,1357.59,0.63374,0.38539,1.06743,0.98937,0.99159,0.9946,0.72798,0.94087,0.44579,1.17689,1.00879e-05,1.00879e-05,1.00879e-05
499,1362.98,0.67957,0.40365,1.0931,0.98957,0.99067,0.99458,0.72642,0.94351,0.44615,1.1774,1.00391e-05,1.00391e-05,1.00391e-05
500,1368.35,0.63805,0.39686,1.07547,0.98808,0.99006,0.99457,0.72533,0.94995,0.44685,1.18143,1.00098e-05,1.00098e-05,1.00098e-05
